episode_date,episode_number,rating,rel_link,season_num,show,title,votes,formatted_date,formatted_votes
17 Nov. 2006,18,8.6,/title/tt0876938/,2,Avatar: The Last Airbender,The Earth King,"(1,263)",2006-11-17,1263
1 Dec. 2006,19,9.0,/title/tt0831941/,2,Avatar: The Last Airbender,The Guru,"(1,373)",2006-12-01,1373
1 Dec. 2006,20,9.5,/title/tt0822878/,2,Avatar: The Last Airbender,The Crossroads of Destiny,"(2,040)",2006-12-01,2040
21 Sep. 2007,1,8.7,/title/tt0967584/,3,Avatar: The Last Airbender,The Awakening,"(1,425)",2007-09-21,1425
28 Sep. 2007,2,8.5,/title/tt0966647/,3,Avatar: The Last Airbender,The Headband,"(1,360)",2007-09-28,1360
5 Oct. 2007,3,8.1,/title/tt0888742/,3,Avatar: The Last Airbender,The Painted Lady,"(1,330)",2007-10-05,1330
12 Oct. 2007,4,8.8,/title/tt0888741/,3,Avatar: The Last Airbender,Sokka's Master,"(1,409)",2007-10-12,1409
19 Oct. 2007,5,8.5,/title/tt0888739/,3,Avatar: The Last Airbender,The Beach,"(1,424)",2007-10-19,1424
26 Oct. 2007,6,9.4,/title/tt1117701/,3,Avatar: The Last Airbender,The Avatar and the Fire Lord,"(1,674)",2007-10-26,1674
2 Nov. 2007,7,8.3,/title/tt0888740/,3,Avatar: The Last Airbender,The Runaway,"(1,259)",2007-11-02,1259
9 Nov. 2007,8,9.0,/title/tt0900434/,3,Avatar: The Last Airbender,The Puppetmaster,"(1,547)",2007-11-09,1547
16 Nov. 2007,9,7.9,/title/tt1127369/,3,Avatar: The Last Airbender,Nightmares and Daydreams,"(1,357)",2007-11-16,1357
30 Nov. 2007,10,9.1,/title/tt1133641/,3,Avatar: The Last Airbender,The Day of Black Sun,"(1,402)",2007-11-30,1402
30 Nov. 2007,11,9.3,/title/tt1132642/,3,Avatar: The Last Airbender,The Day of Black Sun,"(1,461)",2007-11-30,1461
14 Dec. 2007,12,8.9,/title/tt1136036/,3,Avatar: The Last Airbender,The Western Air Temple,"(1,359)",2007-12-14,1359
4 Jan. 2008,13,9.1,/title/tt1166830/,3,Avatar: The Last Airbender,The Firebending Masters,"(1,470)",2008-01-04,1470
16 Jul. 2008,14,8.7,/title/tt1176477/,3,Avatar: The Last Airbender,The Boiling Rock: Part 1,"(1,325)",2008-07-16,1325
16 Jul. 2008,15,9.2,/title/tt1194313/,3,Avatar: The Last Airbender,The Boiling Rock,"(1,418)",2008-07-16,1418
17 Jul. 2008,16,8.9,/title/tt1193652/,3,Avatar: The Last Airbender,The Southern Raiders,"(1,368)",2008-07-17,1368
18 Jul. 2008,17,8.7,/title/tt1204261/,3,Avatar: The Last Airbender,The Ember Island Players,"(1,480)",2008-07-18,1480
19 Jul. 2008,18,9.1,/title/tt1204262/,3,Avatar: The Last Airbender,Sozin's Comet,"(1,600)",2008-07-19,1600
19 Jul. 2008,19,9.4,/title/tt1204263/,3,Avatar: The Last Airbender,Sozin's Comet,"(1,755)",2008-07-19,1755
19 Jul. 2008,20,9.6,/title/tt1204264/,3,Avatar: The Last Airbender,Sozin's Comet,"(2,266)",2008-07-19,2266
19 Jul. 2008,21,9.8,/title/tt1204265/,3,Avatar: The Last Airbender,Sozin's Comet,"(3,765)",2008-07-19,3765
10 Jan. 1999,1,8.6,/title/tt0705282/,1,The Sopranos,Pilot,"(4,107)",1999-01-10,4107
17 Jan. 1999,2,8.6,/title/tt0705223/,1,The Sopranos,46 Long,"(3,230)",1999-01-17,3230
24 Jan. 1999,3,8.8,/title/tt0705239/,1,The Sopranos,"Denial, Anger, Acceptance","(3,127)",1999-01-24,3127
31 Jan. 1999,4,8.8,/title/tt0705263/,1,The Sopranos,Meadowlands,"(2,979)",1999-01-31,2979
7 Feb. 1999,5,8.9,/title/tt0705236/,1,The Sopranos,College,"(3,371)",1999-02-07,3371
14 Feb. 1999,6,8.7,/title/tt0705270/,1,The Sopranos,Pax Soprana,"(2,771)",1999-02-14,2771
21 Feb. 1999,7,8.6,/title/tt0705241/,1,The Sopranos,Down Neck,"(2,680)",1999-02-21,2680
28 Feb. 1999,8,8.8,/title/tt0705280/,1,The Sopranos,The Legend of Tennessee Moltisanti,"(2,719)",1999-02-28,2719
7 Mar. 1999,9,8.7,/title/tt0705231/,1,The Sopranos,Boca,"(2,670)",1999-03-07,2670
14 Mar. 1999,10,8.3,/title/tt0705224/,1,The Sopranos,A Hit Is a Hit,"(2,628)",1999-03-14,2628
21 Mar. 1999,11,8.8,/title/tt0705269/,1,The Sopranos,Nobody Knows Anything,"(2,602)",1999-03-21,2602
28 Mar. 1999,12,9.1,/title/tt0705256/,1,The Sopranos,Isabella,"(2,846)",1999-03-28,2846
4 Apr. 1999,13,9.1,/title/tt0705253/,1,The Sopranos,I Dream of Jeannie Cusamano,"(2,820)",1999-04-04,2820
16 Jan. 2000,1,8.5,/title/tt0705250/,2,The Sopranos,Guy Walks Into a Psychiatrist's Office,"(2,461)",2000-01-16,2461
23 Jan. 2000,2,8.4,/title/tt0705240/,2,The Sopranos,Do Not Resuscitate,"(2,341)",2000-01-23,2341
30 Jan. 2000,3,8.6,/title/tt0705288/,2,The Sopranos,Toodle-Fucking-Oo,"(2,334)",2000-01-30,2334
6 Feb. 2000,4,8.7,/title/tt0705237/,2,The Sopranos,Commendatori,"(2,523)",2000-02-06,2523
13 Feb. 2000,5,8.7,/title/tt0705230/,2,The Sopranos,Big Girls Don't Cry,"(2,307)",2000-02-13,2307
20 Feb. 2000,6,8.7,/title/tt0705278/,2,The Sopranos,The Happy Wanderer,"(2,329)",2000-02-20,2329
27 Feb. 2000,7,8.7,/title/tt0705238/,2,The Sopranos,D-Girl,"(2,446)",2000-02-27,2446
5 Mar. 2000,8,8.9,/title/tt0705248/,2,The Sopranos,Full Leather Jacket,"(2,353)",2000-03-05,2353
12 Mar. 2000,9,8.8,/title/tt0705247/,2,The Sopranos,From Where to Eternity,"(2,316)",2000-03-12,2316
19 Mar. 2000,10,8.6,/title/tt0705232/,2,The Sopranos,Bust-Out,"(2,189)",2000-03-19,2189
26 Mar. 2000,11,8.4,/title/tt0705252/,2,The Sopranos,House Arrest,"(2,169)",2000-03-26,2169
2 Apr. 2000,12,9.2,/title/tt0705279/,2,The Sopranos,The Knight in White Satin Armor,"(2,598)",2000-04-02,2598
9 Apr. 2000,13,9.3,/title/tt0705249/,2,The Sopranos,Funhouse,"(2,938)",2000-04-09,2938
4 Mar. 2001,1,8.7,/title/tt0705266/,3,The Sopranos,Mr. Ruggerio's Neighborhood,"(2,346)",2001-03-04,2346
4 Mar. 2001,2,8.7,/title/tt0705273/,3,The Sopranos,"Proshai, Livushka","(2,245)",2001-03-04,2245
11 Mar. 2001,3,8.6,/title/tt0705246/,3,The Sopranos,Fortunate Son,"(2,132)",2001-03-11,2132
18 Mar. 2001,4,9.0,/title/tt0705243/,3,The Sopranos,Employee of the Month,"(2,506)",2001-03-18,2506
25 Mar. 2001,5,8.7,/title/tt0705228/,3,The Sopranos,Another Toothpick,"(2,168)",2001-03-25,2168
1 Apr. 2001,6,8.7,/title/tt0705291/,3,The Sopranos,University,"(2,320)",2001-04-01,2320
8 Apr. 2001,7,8.6,/title/tt0705275/,3,The Sopranos,Second Opinion,"(2,090)",2001-04-08,2090
15 Apr. 2001,8,8.5,/title/tt0705251/,3,The Sopranos,He Is Risen,"(2,064)",2001-04-15,2064
22 Apr. 2001,9,8.4,/title/tt0705284/,3,The Sopranos,The Telltale Moozadell,"(2,035)",2001-04-22,2035
29 Apr. 2001,10,8.6,/title/tt0705287/,3,The Sopranos,To Save Us All from Satan's Power,"(2,093)",2001-04-29,2093
6 May 2001,11,9.7,/title/tt0705272/,3,The Sopranos,Pine Barrens,"(5,117)",2001-05-06,5117
13 May 2001,12,9.1,/title/tt0705227/,3,The Sopranos,Amour Fou,"(2,342)",2001-05-13,2342
20 May 2001,13,9.0,/title/tt0705229/,3,The Sopranos,Army of One,"(2,277)",2001-05-20,2277
15 Sep. 2002,1,8.3,/title/tt0705245/,4,The Sopranos,For All Debts Public and Private,"(2,061)",2002-09-15,2061
22 Sep. 2002,2,8.3,/title/tt0705268/,4,The Sopranos,No Show,"(2,002)",2002-09-22,2002
29 Sep. 2002,3,8.0,/title/tt0705234/,4,The Sopranos,Christopher,"(2,087)",2002-09-29,2087
6 Oct. 2002,4,8.4,/title/tt0705286/,4,The Sopranos,The Weight,"(2,046)",2002-10-06,2046
13 Oct. 2002,5,8.2,/title/tt0705271/,4,The Sopranos,Pie-o-My,"(1,986)",2002-10-13,1986
20 Oct. 2002,6,8.4,/title/tt0705244/,4,The Sopranos,Everybody Hurts,"(2,016)",2002-10-20,2016
27 Oct. 2002,7,8.2,/title/tt0705292/,4,The Sopranos,Watching Too Much Television,"(1,955)",2002-10-27,1955
3 Nov. 2002,8,8.3,/title/tt0705265/,4,The Sopranos,Mergers and Acquisitions,"(1,941)",2002-11-03,1941
10 Nov. 2002,9,9.1,/title/tt0705295/,4,The Sopranos,Whoever Did This,"(2,464)",2002-11-10,2464
17 Nov. 2002,10,8.7,/title/tt0705283/,4,The Sopranos,"The Strong, Silent Type","(2,073)",2002-11-17,2073
24 Nov. 2002,11,8.1,/title/tt0705233/,4,The Sopranos,Calling All Cars,"(1,908)",2002-11-24,1908
1 Dec. 2002,12,8.3,/title/tt0705242/,4,The Sopranos,Eloise,"(1,904)",2002-12-01,1904
8 Dec. 2002,13,9.0,/title/tt0705294/,4,The Sopranos,Whitecaps,"(2,566)",2002-12-08,2566
7 Mar. 2004,1,8.7,/title/tt0705289/,5,The Sopranos,Two Tonys,"(1,973)",2004-03-07,1973
14 Mar. 2004,2,8.6,/title/tt0705274/,5,The Sopranos,Rat Pack,"(1,902)",2004-03-14,1902
21 Mar. 2004,3,8.7,/title/tt0705293/,5,The Sopranos,Where's Johnny?,"(1,933)",2004-03-21,1933
28 Mar. 2004,4,8.6,/title/tt0705226/,5,The Sopranos,All Happy Families,"(1,893)",2004-03-28,1893
4 Apr. 2004,5,9.1,/title/tt0705255/,5,The Sopranos,Irregular Around the Margins,"(2,217)",2004-04-04,2217
11 Apr. 2004,6,8.4,/title/tt0705276/,5,The Sopranos,Sentimental Education,"(1,860)",2004-04-11,1860
18 Apr. 2004,7,8.3,/title/tt0705254/,5,The Sopranos,In Camelot,"(1,936)",2004-04-18,1936
25 Apr. 2004,8,8.7,/title/tt0705262/,5,The Sopranos,Marco Polo,"(1,957)",2004-04-25,1957
2 May 2004,9,8.8,/title/tt0705290/,5,The Sopranos,Unidentified Black Males,"(1,954)",2004-05-02,1954
9 May 2004,10,8.7,/title/tt0705235/,5,The Sopranos,Cold Cuts,"(1,939)",2004-05-09,1939
16 May 2004,11,8.6,/title/tt0705285/,5,The Sopranos,The Test Dream,"(2,478)",2004-05-16,2478
23 May 2004,12,9.5,/title/tt0705260/,5,The Sopranos,Long Term Parking,"(2,947)",2004-05-23,2947
6 Jun. 2004,13,9.1,/title/tt0705225/,5,The Sopranos,All Due Respect,"(2,175)",2004-06-06,2175
12 Mar. 2006,1,9.1,/title/tt0705264/,6,The Sopranos,Members Only,"(2,282)",2006-03-12,2282
19 Mar. 2006,2,8.7,/title/tt0705258/,6,The Sopranos,Join the Club,"(2,183)",2006-03-19,2183
26 Mar. 2006,3,8.7,/title/tt0763238/,6,The Sopranos,Mayham,"(2,026)",2006-03-26,2026
2 Apr. 2006,4,8.5,/title/tt0705277/,6,The Sopranos,The Fleshy Part of the Thigh,"(1,928)",2006-04-02,1928
9 Apr. 2006,5,8.8,/title/tt0705267/,6,The Sopranos,Mr. & Mrs. John Sacrimoni Request,"(1,993)",2006-04-09,1993
16 Apr. 2006,6,8.6,/title/tt0705259/,6,The Sopranos,Live Free or Die,"(1,874)",2006-04-16,1874
23 Apr. 2006,7,8.4,/title/tt0705261/,6,The Sopranos,Luxury Lounge,"(1,926)",2006-04-23,1926
30 Apr. 2006,8,8.4,/title/tt0705257/,6,The Sopranos,Johnny Cakes,"(1,903)",2006-04-30,1903
7 May 2006,9,8.4,/title/tt0705281/,6,The Sopranos,The Ride,"(1,919)",2006-05-07,1919
14 May 2006,10,8.4,/title/tt0756404/,6,The Sopranos,Moe n' Joe,"(1,830)",2006-05-14,1830
21 May 2006,11,8.7,/title/tt0790351/,6,The Sopranos,Cold Stones,"(1,953)",2006-05-21,1953
4 Jun. 2006,12,8.4,/title/tt0793256/,6,The Sopranos,Kaisha,"(1,963)",2006-06-04,1963
8 Apr. 2007,13,8.9,/title/tt0979770/,6,The Sopranos,Soprano Home Movies,"(2,327)",2007-04-08,2327
15 Apr. 2007,14,8.8,/title/tt0979771/,6,The Sopranos,Stage 5,"(2,115)",2007-04-15,2115
22 Apr. 2007,15,8.6,/title/tt0979769/,6,The Sopranos,Remember When,"(2,027)",2007-04-22,2027
29 Apr. 2007,16,8.2,/title/tt0995834/,6,The Sopranos,Chasing It,"(1,963)",2007-04-29,1963
6 May 2007,17,8.8,/title/tt0995835/,6,The Sopranos,Walk Like a Man,"(2,067)",2007-05-06,2067
13 May 2007,18,9.0,/title/tt0995836/,6,The Sopranos,Kennedy and Heidi,"(2,548)",2007-05-13,2548
20 May 2007,19,9.1,/title/tt0995837/,6,The Sopranos,The Second Coming,"(2,350)",2007-05-20,2350
3 Jun. 2007,20,9.5,/title/tt0995838/,6,The Sopranos,The Blue Comet,"(3,014)",2007-06-03,3014
10 Jun. 2007,21,9.1,/title/tt0995839/,6,The Sopranos,Made in America,"(5,258)",2007-06-10,5258
3 Oct. 2006,1,7.8,/title/tt0885243/,1,Death Note: Desu nôto,Shinsei,"(2,116)",2006-10-03,2116
10 Oct. 2006,2,8.2,/title/tt0900488/,1,Death Note: Desu nôto,Taiketsu,"(2,087)",2006-10-10,2087
17 Oct. 2006,3,7.6,/title/tt0909466/,1,Death Note: Desu nôto,Torihiki,"(1,724)",2006-10-17,1724
24 Oct. 2006,4,7.8,/title/tt0901528/,1,Death Note: Desu nôto,Tsuiseki,"(1,714)",2006-10-24,1714
31 Oct. 2006,5,7.6,/title/tt0903684/,1,Death Note: Desu nôto,Kakehiki,"(1,635)",2006-10-31,1635
7 Nov. 2006,6,7.4,/title/tt0905451/,1,Death Note: Desu nôto,Hokorobi,"(1,583)",2006-11-07,1583
14 Nov. 2006,7,8.0,/title/tt0919367/,1,Death Note: Desu nôto,Donten,"(1,728)",2006-11-14,1728
21 Nov. 2006,8,7.5,/title/tt0919369/,1,Death Note: Desu nôto,Mesen,"(1,534)",2006-11-21,1534
28 Nov. 2006,9,7.5,/title/tt0919370/,1,Death Note: Desu nôto,Sesshoku,"(1,518)",2006-11-28,1518
5 Dec. 2006,10,7.3,/title/tt0919368/,1,Death Note: Desu nôto,Giwaku,"(1,499)",2006-12-05,1499
12 Dec. 2006,11,7.6,/title/tt0919371/,1,Death Note: Desu nôto,Totsunyû,"(1,497)",2006-12-12,1497
26 Dec. 2006,12,7.3,/title/tt0924022/,1,Death Note: Desu nôto,Koigokoro,"(1,467)",2006-12-26,1467
9 Jan. 2007,13,7.3,/title/tt0924023/,1,Death Note: Desu nôto,Kokuhaku,"(1,455)",2007-01-09,1455
16 Jan. 2007,14,7.3,/title/tt0947907/,1,Death Note: Desu nôto,Tomodachi,"(1,429)",2007-01-16,1429
23 Jan. 2007,15,7.7,/title/tt0947906/,1,Death Note: Desu nôto,Kake,"(1,478)",2007-01-23,1478
30 Jan. 2007,16,7.3,/title/tt0950512/,1,Death Note: Desu nôto,Ketsudan,"(1,396)",2007-01-30,1396
6 Feb. 2007,17,7.1,/title/tt0950513/,1,Death Note: Desu nôto,Shikkou,"(1,401)",2007-02-06,1401
13 Feb. 2007,18,6.6,/title/tt0954288/,1,Death Note: Desu nôto,Nakama,"(1,366)",2007-02-13,1366
20 Feb. 2007,19,6.8,/title/tt0961420/,1,Death Note: Desu nôto,Matsuda,"(1,364)",2007-02-20,1364
27 Feb. 2007,20,6.6,/title/tt0966785/,1,Death Note: Desu nôto,Kosoku,"(1,353)",2007-02-27,1353
6 Mar. 2007,21,6.9,/title/tt0972446/,1,Death Note: Desu nôto,Katsuyaku,"(1,344)",2007-03-06,1344
13 Mar. 2007,22,7.2,/title/tt0972447/,1,Death Note: Desu nôto,Yûdô,"(1,352)",2007-03-13,1352
20 Mar. 2007,23,7.6,/title/tt0983351/,1,Death Note: Desu nôto,Kyôsô,"(1,403)",2007-03-20,1403
27 Mar. 2007,24,8.1,/title/tt0990612/,1,Death Note: Desu nôto,Fukkatsu,"(1,610)",2007-03-27,1610
3 Apr. 2007,25,8.6,/title/tt0990611/,1,Death Note: Desu nôto,Chinmoku,"(2,094)",2007-04-03,2094
10 Apr. 2007,26,5.7,/title/tt0990613/,1,Death Note: Desu nôto,Saisei,"(1,515)",2007-04-10,1515
17 Apr. 2007,27,5.8,/title/tt1007230/,1,Death Note: Desu nôto,Yûkai,"(1,464)",2007-04-17,1464
24 Apr. 2007,28,5.9,/title/tt1010095/,1,Death Note: Desu nôto,Shôsô,"(1,446)",2007-04-24,1446
1 May 2007,29,6.2,/title/tt1021402/,1,Death Note: Desu nôto,Chichioya,"(1,452)",2007-05-01,1452
8 May 2007,30,6.1,/title/tt1021404/,1,Death Note: Desu nôto,Seigi,"(1,429)",2007-05-08,1429
15 May 2007,31,6.0,/title/tt1021403/,1,Death Note: Desu nôto,Ijô,"(1,426)",2007-05-15,1426
22 May 2007,32,6.1,/title/tt1029789/,1,Death Note: Desu nôto,Sentaku,"(1,439)",2007-05-22,1439
29 May 2007,33,5.7,/title/tt1029788/,1,Death Note: Desu nôto,Chôshô,"(1,426)",2007-05-29,1426
5 Jun. 2007,34,5.8,/title/tt1043073/,1,Death Note: Desu nôto,Koshi,"(1,401)",2007-06-05,1401
12 Jun. 2007,35,6.3,/title/tt1043074/,1,Death Note: Desu nôto,Satsui,"(1,413)",2007-06-12,1413
19 Jun. 2007,36,7.0,/title/tt1044252/,1,Death Note: Desu nôto,1.28,"(1,621)",2007-06-19,1621
26 Jun. 2007,37,6.9,/title/tt1043075/,1,Death Note: Desu nôto,Shin sekai,"(1,857)",2007-06-26,1857
20 Sep. 2002,1,8.5,/title/tt0579539/,1,Firefly,The Train Job,"(3,831)",2002-09-20,3831
27 Sep. 2002,2,8.5,/title/tt0579528/,1,Firefly,Bushwhacked,"(3,574)",2002-09-27,3574
4 Oct. 2002,3,8.9,/title/tt0579532/,1,Firefly,Our Mrs. Reynolds,"(3,972)",2002-10-04,3972
18 Oct. 2002,4,8.6,/title/tt0579530/,1,Firefly,Jaynestown,"(3,728)",2002-10-18,3728
25 Oct. 2002,5,9.2,/title/tt0579533/,1,Firefly,Out of Gas,"(4,585)",2002-10-25,4585
1 Nov. 2002,6,8.5,/title/tt0579537/,1,Firefly,Shindig,"(3,398)",2002-11-01,3398
8 Nov. 2002,7,8.3,/title/tt0579534/,1,Firefly,Safe,"(3,265)",2002-11-08,3265
15 Nov. 2002,8,8.8,/title/tt0579527/,1,Firefly,Ariel,"(3,554)",2002-11-15,3554
6 Dec. 2002,9,8.7,/title/tt0579541/,1,Firefly,War Stories,"(3,414)",2002-12-06,3414
13 Dec. 2002,10,9.0,/title/tt0579531/,1,Firefly,Objects in Space,"(3,995)",2002-12-13,3995
20 Dec. 2002,11,8.7,/title/tt0579535/,1,Firefly,Serenity,"(4,038)",2002-12-20,4038
4 Aug. 2003,12,8.4,/title/tt0579529/,1,Firefly,Heart of Gold,"(3,166)",2003-08-04,3166
21 Jul. 2003,13,8.6,/title/tt0579540/,1,Firefly,Trash,"(3,387)",2003-07-21,3387
28 Jul. 2003,14,8.5,/title/tt0579538/,1,Firefly,The Message,"(3,258)",2003-07-28,3258
22 Sep. 1994,1,8.4,/title/tt0583459/,1,Friends,The One Where Monica Gets a Roommate,"(5,563)",1994-09-22,5563
29 Sep. 1994,2,8.1,/title/tt0583647/,1,Friends,The One with the Sonogram at the End,"(4,120)",1994-09-29,4120
6 Oct. 1994,3,8.2,/title/tt0583653/,1,Friends,The One with the Thumb,"(3,869)",1994-10-06,3869
13 Oct. 1994,4,8.2,/title/tt0583521/,1,Friends,The One with George Stephanopoulos,"(3,738)",1994-10-13,3738
20 Oct. 1994,5,8.5,/title/tt0583599/,1,Friends,The One with the East German Laundry Detergent,"(3,713)",1994-10-20,3713
27 Oct. 1994,6,8.2,/title/tt0583585/,1,Friends,The One with the Butt,"(3,589)",1994-10-27,3589
3 Nov. 1994,7,9.0,/title/tt0583579/,1,Friends,The One with the Blackout,"(4,637)",1994-11-03,4637
10 Nov. 1994,8,8.1,/title/tt0583462/,1,Friends,The One Where Nana Dies Twice,"(3,482)",1994-11-10,3482
17 Nov. 1994,9,8.3,/title/tt0583492/,1,Friends,The One Where Underdog Gets Away,"(3,386)",1994-11-17,3386
15 Dec. 1994,10,8.1,/title/tt0583630/,1,Friends,The One with the Monkey,"(3,418)",1994-12-15,3418
5 Jan. 1995,11,8.3,/title/tt0583534/,1,Friends,The One with Mrs. Bing,"(3,361)",1995-01-05,3361
12 Jan. 1995,12,8.3,/title/tt0583598/,1,Friends,The One with the Dozen Lasagnas,"(3,311)",1995-01-12,3311
19 Jan. 1995,13,8.7,/title/tt0583582/,1,Friends,The One with the Boobies,"(3,513)",1995-01-19,3513
9 Feb. 1995,14,8.3,/title/tt0583587/,1,Friends,The One with the Candy Hearts,"(3,249)",1995-02-09,3249
16 Feb. 1995,15,8.3,/title/tt0583649/,1,Friends,The One with the Stoned Guy,"(3,301)",1995-02-16,3301
23 Feb. 1995,16,8.2,/title/tt0583568/,1,Friends,The One with Two Parts: Part 1,"(3,232)",1995-02-23,3232
23 Feb. 1995,17,8.5,/title/tt0583569/,1,Friends,The One with Two Parts: Part 2,"(3,259)",1995-02-23,3259
2 Mar. 1995,18,8.9,/title/tt0583510/,1,Friends,The One with All the Poker,"(3,671)",1995-03-02,3671
9 Mar. 1995,19,8.2,/title/tt0583493/,1,Friends,The One Where the Monkey Gets Away,"(3,124)",1995-03-09,3124
6 Apr. 1995,20,8.0,/title/tt0583602/,1,Friends,The One with the Evil Orthodontist,"(3,127)",1995-04-06,3127
27 Apr. 1995,21,8.0,/title/tt0583603/,1,Friends,The One with the Fake Monica,"(3,165)",1995-04-27,3165
4 May 1995,22,8.4,/title/tt0583616/,1,Friends,The One with the Ick Factor,"(3,126)",1995-05-04,3126
11 May 1995,23,8.7,/title/tt0583577/,1,Friends,The One with the Birth,"(3,280)",1995-05-11,3280
18 May 1995,24,8.9,/title/tt0583469/,1,Friends,The One Where Rachel Finds Out,"(3,505)",1995-05-18,3505
21 Sep. 1995,1,8.5,/title/tt0583562/,2,Friends,The One with Ross's New Girlfriend,"(3,201)",1995-09-21,3201
28 Sep. 1995,2,8.3,/title/tt0583583/,2,Friends,The One with the Breast Milk,"(3,080)",1995-09-28,3080
5 Oct. 1995,3,8.4,/title/tt0583453/,2,Friends,The One Where Heckles Dies,"(3,087)",1995-10-05,3087
12 Oct. 1995,4,8.0,/title/tt0583539/,2,Friends,The One with Phoebe's Husband,"(2,992)",1995-10-12,2992
19 Oct. 1995,5,8.3,/title/tt0583519/,2,Friends,The One with Five Steaks and an Eggplant,"(2,981)",1995-10-19,2981
2 Nov. 1995,6,8.6,/title/tt0583574/,2,Friends,The One with the Baby on the Bus,"(3,229)",1995-11-02,3229
9 Nov. 1995,7,9.0,/title/tt0583481/,2,Friends,The One Where Ross Finds Out,"(3,612)",1995-11-09,3612
16 Nov. 1995,8,8.5,/title/tt0583625/,2,Friends,The One with the List,"(3,008)",1995-11-16,3008
14 Dec. 1995,9,8.0,/title/tt0583537/,2,Friends,The One with Phoebe's Dad,"(2,906)",1995-12-14,2906
4 Jan. 1996,10,8.1,/title/tt0583567/,2,Friends,The One with Russ,"(3,052)",1996-01-04,3052
18 Jan. 1996,11,8.2,/title/tt0583624/,2,Friends,The One with the Lesbian Wedding,"(2,980)",1996-01-18,2980
28 Jan. 1996,12,8.7,/title/tt0583439/,2,Friends,The One After the Superbowl: Part 1,"(3,154)",1996-01-28,3154
28 Jan. 1996,13,8.8,/title/tt0831047/,2,Friends,The One After the Superbowl: Part 2,"(3,243)",1996-01-28,3243
1 Feb. 1996,14,9.4,/title/tt0583635/,2,Friends,The One with the Prom Video,"(4,861)",1996-02-01,4861
8 Feb. 1996,15,8.9,/title/tt0583488/,2,Friends,The One Where Ross and Rachel... You Know,"(3,328)",1996-02-08,3328
15 Feb. 1996,16,8.6,/title/tt0583456/,2,Friends,The One Where Joey Moves Out,"(2,892)",1996-02-15,2892
22 Feb. 1996,17,8.4,/title/tt0583448/,2,Friends,The One Where Eddie Moves In,"(2,890)",1996-02-22,2890
21 Mar. 1996,18,8.5,/title/tt0583447/,2,Friends,The One Where Dr. Ramoray Dies,"(2,882)",1996-03-21,2882
28 Mar. 1996,19,8.6,/title/tt0583449/,2,Friends,The One Where Eddie Won't Go,"(2,960)",1996-03-28,2960
4 Apr. 1996,20,8.2,/title/tt0583465/,2,Friends,The One Where Old Yeller Dies,"(2,785)",1996-04-04,2785
25 Apr. 1996,21,8.2,/title/tt0583584/,2,Friends,The One with the Bullies,"(2,826)",1996-04-25,2826
2 May 1996,22,9.0,/title/tt0583656/,2,Friends,The One with the Two Parties,"(3,500)",1996-05-02,3500
9 May 1996,23,8.2,/title/tt0583591/,2,Friends,The One with the Chicken Pox,"(2,858)",1996-05-09,2858
16 May 1996,24,8.3,/title/tt0583514/,2,Friends,The One with Barry and Mindy's Wedding,"(2,813)",1996-05-16,2813
16 Sep. 1996,1,8.5,/title/tt0583634/,3,Friends,The One with the Princess Leia Fantasy,"(2,937)",1996-09-16,2937
26 Sep. 1996,2,9.0,/title/tt0583464/,3,Friends,The One Where No One's Ready,"(3,933)",1996-09-26,3933
3 Oct. 1996,3,8.1,/title/tt0583619/,3,Friends,The One with the Jam,"(2,808)",1996-10-03,2808
10 Oct. 1996,4,8.1,/title/tt0583629/,3,Friends,The One with the Metaphorical Tunnel,"(2,707)",1996-10-10,2707
17 Oct. 1996,5,8.2,/title/tt0583520/,3,Friends,The One with Frank Jr.,"(2,785)",1996-10-17,2785
31 Oct. 1996,6,9.1,/title/tt0583606/,3,Friends,The One with the Flashback,"(3,637)",1996-10-31,3637
7 Nov. 1996,7,8.4,/title/tt0583637/,3,Friends,The One with the Race Car Bed,"(2,740)",1996-11-07,2740
14 Nov. 1996,8,8.4,/title/tt0583609/,3,Friends,The One with the Giant Poking Device,"(2,741)",1996-11-14,2741
21 Nov. 1996,9,9.0,/title/tt0583607/,3,Friends,The One with the Football,"(3,916)",1996-11-21,3916
12 Dec. 1996,10,8.2,/title/tt0583474/,3,Friends,The One Where Rachel Quits,"(2,753)",1996-12-12,2753
9 Jan. 1997,11,8.6,/title/tt0583443/,3,Friends,The One Where Chandler Can't Remember Which Sister,"(2,848)",1997-01-09,2848
16 Jan. 1997,12,8.3,/title/tt0583506/,3,Friends,The One with All the Jealousy,"(2,716)",1997-01-16,2716
30 Jan. 1997,13,8.3,/title/tt0583461/,3,Friends,The One Where Monica and Richard Are Just Friends,"(2,727)",1997-01-30,2727
6 Feb. 1997,14,7.9,/title/tt0583538/,3,Friends,The One with Phoebe's Ex-Partner,"(2,716)",1997-02-06,2716
13 Feb. 1997,15,8.6,/title/tt0583487/,3,Friends,The One Where Ross and Rachel Take a Break,"(2,926)",1997-02-13,2926
20 Feb. 1997,16,9.1,/title/tt0583501/,3,Friends,The One with the Morning After,"(3,544)",1997-02-20,3544
6 Mar. 1997,17,8.3,/title/tt0583495/,3,Friends,The One Without the Ski Trip,"(2,663)",1997-03-06,2663
13 Mar. 1997,18,8.5,/title/tt0583615/,3,Friends,The One with the Hypnosis Tape,"(2,773)",1997-03-13,2773
